Urobilinogênio;mg/dL | unidades Ehrlich;20;<0.1 (Ausente);>4.0 (4+);2.1 a 4.0 (2+ a 3+);1.1 a 2.0 (1+);0.1 a 0.5;0.6 a 1.0
Sangue Oculto (Hemoglobina);Qualitativo | RBC lysis;20;Large (3+);Moderate (2+);Small (1+);Traços;Negativo;;
Nitrito;Qualitativo | Reagente/Não-reagente;20;Positivo (Forte);Positivo (Moderado);Positivo (Fraco);Traços;Negativo;;
Leucócito Esterase;Leu/µL | leucócitos lisados;20;≥500 (3+);250 a 499 (2+);100 a 249 (1+);25 a 99 (Traços);Negativo (<25);;
Hemácias (RBC) - Sedimento;células/campo | por HPF (400x);20;>100;51 a 100;21 a 50;6 a 20;3 a 5;0 a 2
Leucócitos (WBC) - Sedimento;células/campo | por HPF (400x);20;>100;51 a 100;21 a 50;6 a 20;3 a 5;0 a 2
Células Epiteliais - Sedimento;células/campo | por HPF (400x);20;>50 (Contaminação);26 a 50;16 a 25;6 a 15;3 a 5;0 a 2
Cilindros Hialinos;cilindros/campo | por LPF (100x);20;>10;6 a 10;3 a 5;1 a 2;Raros (0-1);Ausentes
Cilindros Patológicos;cilindros/campo | granulosos/hemáticos/leucocitários;20;Abundantes (>10/LPF);Muitos (6-10/LPF);Moderados (3-5/LPF);Raros (1-2/LPF);Ausentes;;
Cristais Patológicos;Descritivo | tipo e quantidade;20;Abundantes (cistina/leucina/tirosina);Muitos (ác. úrico/oxalato);Moderados (oxalato/úrico);Raros (fosfato/urato);Ausentes;;
Bactérias - Sedimento;Descritivo | quantidade;20;Abundantes (4+);Muitas (3+);Moderadas (2+);Raras (1+);Ausentes;;
Leveduras - Sedimento;Descritivo | quantidade;20;Abundantes (4+);Muitas (3+);Moderadas (2+);Raras (1+);Ausentes;;
Muco - Sedimento;Descritivo | quantidade;20;Abundante (4+);Muito (3+);Moderado (2+);Raro (1+);Ausente;;
Albumina Urinária (UACR);mg/g | 1 mg/g = 0.113 mg/mmol;20;≥300;100 a 299;30 a 99;16 a 29;8 a 15;<8;
Selênio;µg/L | 1 µg/L = 0.1 µg/dL = 0.01267 nmol/L;20;<40;≥150;40 a 69;131 a 149;70 a 89;90 a 130;
SHBG - Homens;nmol/L | 1 nmol/L;20;<12.3;>66;12.3 a 23.4;46.7 a 66;23.5 a 39.9;40 a 46
SHBG - Mulheres;nmol/L | 1 nmol/L;20;<14.5;>120;14.5 a 32.5;90 a 120;32.6 a 49.9;50 a 80
Sódio;mEq/L | 1 mEq/L = 1 mmol/L;20;<125;≥150;125 a 134;143 a 149;135 a 136;137 a 142
DHEA-S - Homens (20-29 anos);µg/dL | 1 µg/dL = 0.027 µmol/L;20;<120;>640;120 a 239;521 a 640;240 a 399;400 a 520
DHEA-S - Homens (30-39 anos);µg/dL | 1 µg/dL = 0.027 µmol/L;20;<80;>520;80 a 179;421 a 520;180 a 279;280 a 420
DHEA-S - Homens (40-49 anos);µg/dL | 1 µg/dL = 0.027 µmol/L;20;<60;>530;60 a 149;431 a 530;150 a 249;250 a 430
DHEA-S - Homens (50-59 anos);µg/dL | 1 µg/dL = 0.027 µmol/L;20;<50;>310;50 a 109;251 a 310;110 a 169;170 a 250
DHEA-S - Homens (60-69 anos);µg/dL | 1 µg/dL = 0.027 µmol/L;20;<30;>290;30 a 69;231 a 290;70 a 139;140 a 230
DHEA-S - Homens (70+ anos);µg/dL | 1 µg/dL = 0.027 µmol/L;20;<20;>175;20 a 49;141 a 175;50 a 89;90 a 140
DHEA-S - Mulheres (20-29 anos);µg/dL | 1 µg/dL = 0.027 µmol/L;20;<50;>380;50 a 99;301 a 380;100 a 189;190 a 300
DHEA-S - Mulheres (30-39 anos);µg/dL | 1 µg/dL = 0.027 µmol/L;20;<35;>270;35 a 79;211 a 270;80 a 139;140 a 210
DHEA-S - Mulheres (40-49 anos);µg/dL | 1 µg/dL = 0.027 µmol/L;20;<25;>240;25 a 59;191 a 240;60 a 119;120 a 190
DHEA-S - Mulheres (50-59 anos);µg/dL | 1 µg/dL = 0.027 µmol/L;20;<20;>200;20 a 49;161 a 200;50 a 99;100 a 160
DHEA-S - Mulheres (60-69 anos);µg/dL | 1 µg/dL = 0.027 µmol/L;20;<10;>130;10 a 29;101 a 130;30 a 59;60 a 100
DHEA-S - Mulheres (70+ anos);µg/dL | 1 µg/dL = 0.027 µmol/L;20;<8;>90;8 a 19;71 a 90;20 a 39;40 a 70
TSH;mIU/L | 1 mIU/L = 1 µIU/mL;20;>10.0;<0.1;4.6 a 10.0;2.6 a 4.5;2.0 a 2.5;0.45 a 2.0
T3 Livre (FT3);pg/mL | 1 pg/mL = 1.54 pmol/L;20;<2.0;>4.4;2.0 a 2.4;3.5 a 4.4;2.5 a 2.9;3.0 a 3.5
T4 Livre (FT4);ng/dL | 1 ng/dL = 12.87 pmol/L;20;<0.7;>1.8;0.7 a 0.81;1.51 a 1.8;0.82 a 0.99;1.0 a 1.5
T3 Reverso (rT3);ng/dL | 1 ng/dL = 0.0154 nmol/L;20;>25.0;<8.0;20.1 a 25.0;8.0 a 9.9;15.1 a 20.0;10.0 a 15.0
Relação T3 Livre:T3 Reverso;ratio | FT3 (pg/mL) ÷ rT3 (ng/dL);20;<6.0;>30;6.0 a 9.9;20.1 a 30;10.0 a 14.9;15.0 a 20.0
Testosterona Total - Homens;ng/dL | 1 ng/dL = 0.0347 nmol/L;20;<200;200 a 299;300 a 549;900 a 1200;550 a 650;651 a 900
Testosterona Total - Mulheres Pré-Menopausa;ng/dL | 1 ng/dL = 0.0347 nmol/L;20;<5;>70;5 a 9;50 a 70;10 a 24;25 a 50
Testosterona Total - Mulheres Pós-Menopausa;ng/dL | 1 ng/dL = 0.0347 nmol/L;20;<5;>40;5 a 9;35 a 40;10 a 14;15 a 35
Testosterona Livre - Homens;pg/mL | 1 pg/mL = 3.47 pmol/L;20;<46;>224;46 a 64;65 a 99;100 a 149;150 a 224
Testosterona Livre - Mulheres Pré-Menopausa;pg/mL | 1 pg/mL = 3.47 pmol/L;20;<0.5;>6.4;0.5 a 1.0;4.7 a 6.4;1.1 a 3.2;3.3 a 4.6
Testosterona Livre - Mulheres Pós-Menopausa;pg/mL | 1 pg/mL = 3.47 pmol/L;20;<0.3;>5.0;0.3 a 0.6;4.0 a 5.0;0.7 a 2.0;2.1 a 4.0
TRAb (Anticorpos Anti-Receptor de TSH);IU/L | 1 IU/L = 1 U/L;20;>20.0;10.0 a 20.0;3.0 a 9.99;1.76 a 2.99;1.0 a 1.75;<1.0;
AST (TGO);U/L | 1 U/L = 0.0167 µkat/L;20;>120;60 a 120;41 a 59;26 a 40;<26;;
ALT (TGP);U/L | 1 U/L = 0.0167 µkat/L;20;>120;60 a 120;41 a 59;26 a 40;<26;;
Troponina I Ultrassensível - Homens;ng/L | 1 ng/L = 0.001 ng/mL;20;>100;50 a 100;20 a 49;10 a 19;3 a 9;<3;
Troponina I Ultrassensível - Mulheres;ng/L | 1 ng/L = 0.001 ng/mL;20;>60;30 a 60;15 a 29;8 a 14;2 a 7;<2;
Tempo de Protrombina (INR);ratio | razão normalizada internacional;20;<0.8;>3.0;0.8 a 1.2;2.5 a 3.0;1.3 a 1.5;1.6 a 2.4
Ureia;mg/dL | 1 mg/dL = 0.357 mmol/L (ureia) | BUN = Ureia ÷ 2.14;20;>80;<13;52 a 80;13 a 21;35 a 51;22 a 34
Vitamina A (Retinol);µg/dL | 1 µg/dL = 0.0349 µmol/L;20;<10;>85;10 a 20;66 a 85;20 a 57;57 a 66
Vitamina B1 (Tiamina Difosfato) - Sangue Total;nmol/L | 1 nmol/L = 0.425 µg/L;20;<40;>250;40 a 70;181 a 250;71 a 120;121 a 180
Vitamina B2 (Riboflavina) - Sangue Total;nmol/L | 1 nmol/L = 0.376 µg/L;20;<80;>500;80 a 160;351 a 500;161 a 220;221 a 350
Vitamina B6 (Piridoxal-5-Fosfato) - Sangue Total;nmol/L | 1 nmol/L = 0.247 ng/mL;20;<20;>500;20 a 60;301 a 500;61 a 90;91 a 300
VHS (ESR);mm/hr | Velocidade sedimentação eritrócitos;20;>100;50 a 100;30 a 50;20 a 30;10 a 20;<10
Vitamina B12 (Cobalamina);pg/mL | 1 pg/mL = 0.738 pmol/L;20;<150;>2000;150 a 299;1101 a 2000;300 a 544;545 a 1100
Vitamina C (Ácido Ascórbico);mg/dL | 1 mg/dL = 56.78 µmol/L;20;<0.20;>4.00;0.20 a 0.59;2.71 a 4.00;0.60 a 1.29;1.30 a 2.70
Vitamina E (Alfa-Tocoferol);mg/L | 1 mg/L = 2.32 µmol/L;20;>30.0;<5.0;20.0 a 30.0;5.0 a 5.8;5.9 a 11.0;11.1 a 19.4
Zinco;µg/dL | 1 µg/dL = 0.153 µmol/L;20;<50;>200;50 a 74;131 a 200;75 a 98;99 a 130
Escore de Cálcio Coronariano (CAC);Agatston Units (AU) | 1;20;>1000;401 a 1000;101 a 400;11 a 100;1 a 10;0
Gordura Corporal (%) - Homens;% | percentual;20;>35;30 a 35;25 a 30;20 a 25;15 a 20;<15
Gordura Corporal (%) - Mulheres;% | percentual;20;>40;35 a 40;30 a 35;25 a 30;<18;18 a 25
VAT (Tecido Adiposo Visceral);cm³ | volume;20;>2500;2001 a 2500;1501 a 2000;1001 a 1500;500 a 1000;<500
Massa Magra - Homens;kg | massa;20;<45;>85;45 a 59;75 a 85;60 a 74;65 a 75
Massa Magra - Mulheres;kg | massa;20;<30;>65;30 a 39;55 a 65;40 a 54;45 a 55
Fração de Ejeção Ventricular Esquerda (FEVE);% | percentual;20;<30;30 a 44;45 a 54;55 a 72;;
Diâmetro Aorta Abdominal;cm | 1;20;≥5.5 (H) / ≥5.0 (M);4.0 a 5.4;3.0 a 3.9;<3.0;;
CIMT Carótidas (Espessura Íntima-Média);mm | 1;20;>1.5;1.3 a 1.5;0.9 a 1.3;<0.9;;
Hidrogênio Basal (H₂ Jejum);ppm | 1;20;>50;21 a 50;16 a 20;11 a 15;6 a 10;0 a 5
Metano Basal (CH₄ Jejum);ppm | 1;20;>25;16 a 25;10 a 15;6 a 9;3 a 5;0 a 2
Hidrogênio Pico (H₂ Máximo);ppm | 1;20;>100;80 a 100;40 a 79;20 a 39;10 a 19;<10
Metano Pico (CH₄ Máximo);ppm | 1;20;>40;26 a 40;16 a 25;10 a 15;5 a 9;<5
Delta Hidrogênio (Δ H₂);ppm | 1;20;≥80;40 a 79;20 a 39;15 a 19;10 a 14;<10
Delta Metano (Δ CH₄);ppm | 1;20;≥40;20 a 39;15 a 19;10 a 14;5 a 9;<5
Sulfeto de Hidrogênio Basal (H₂S Jejum);ppm | 1;20;>10;5 a 10;3 a 5;1 a 3;<1;
Sulfeto de Hidrogênio Pico (H₂S Máximo);ppm | 1;20;>15;10 a 15;5 a 10;3 a 5;<3;
Estradiol - Homens;pg/mL | 1 pg/mL = 3.671 pmol/L;20;<10;10 a 19;20 a 40;41 a 50;51 a 60;>60
Estradiol - Mulheres Fase Folicular Inicial (Dias 1-7);pg/mL | 1 pg/mL = 3.671 pmol/L;20;<20;20 a 29;30 a 60;61 a 80;81 a 100;>100
Estradiol - Mulheres Fase Ovulatória (Pico Meio do Ciclo);pg/mL | 1 pg/mL = 3.671 pmol/L;20;<100;100 a 199;200 a 400;401 a 500;501 a 600;>600
Estradiol - Mulheres Fase Lútea (Dias 19-21);pg/mL | 1 pg/mL = 3.671 pmol/L;20;<40;40 a 79;80 a 150;151 a 200;201 a 250;>250
Estradiol - Mulheres Pós-Menopausa (Sem TRH);pg/mL | 1 pg/mL = 3.671 pmol/L;20;>60;40 a 60;25 a 39;10 a 24;5 a 9;<5
Estradiol - Mulheres Pós-Menopausa (Com TRH);pg/mL | 1 pg/mL = 3.671 pmol/L;20;<30;30 a 59;60 a 150;151 a 200;201 a 250;>250
Ferritina - Homens;ng/mL | 1 ng/mL = 1 µg/L;20;>150;<15;15 a 29;30 a 44;80 a 150;45 a 79
Ferritina - Mulheres Pré-Menopausa;ng/mL | 1 ng/mL = 1 µg/L;20;>150;<15;15 a 24;25 a 39;81 a 150;40 a 80
Ferritina - Mulheres Pós-Menopausa;ng/mL | 1 ng/mL = 1 µg/L;20;>200;<15;15 a 29;30 a 44;81 a 200;45 a 80
Gama-GT;U/L | 1 U/L = 1 IU/L = 0.0167 µkat/L;20;>100;51 a 100;31 a 50;18 a 30;<10;10 a 17
Hemoglobina - Homens;g/dL | 1 g/dL = 10 g/L;20;>16.5;<10.0;10.0 a 13.0;13.0 a 14.0;15.0 a 16.5;14.0 a 15.0
Hemoglobina - Mulheres;g/dL | 1 g/dL = 10 g/L;20;>15.5;<10.0;10.0 a 12.0;12.0 a 13.5;14.5 a 15.5;13.5 a 14.5
Hematócrito - Homens;% | percentual;20;>51;<30;30 a 39;39 a 40;48 a 51;40 a 48
Hematócrito - Mulheres;% | percentual;20;>47;<28;28 a 36;36 a 37;44 a 47;37 a 44
Hemácias - Homens;M/µL | 1 M/µL = 10^12/L;20;>5.8;<3.8;3.8 a 4.4;4.4 a 4.6;5.4 a 5.8;4.6 a 5.4
Hemácias - Mulheres;M/µL | 1 M/µL = 10^12/L;20;>5.4;<3.6;3.6 a 4.0;4.0 a 4.2;5.0 a 5.4;4.2 a 5.0
VCM (MCV);fL | femtoliters;20;>100;<70;70 a 80;80 a 82;90 a 100;82 a 90
HCM (MCH);pg | picogramas;20;>33.5;<24;24 a 27;27 a 28;32 a 33.5;28 a 32
Linfócitos (absoluto);k/µL | 1 k/µL = 10^9/L;20;>2.8;<0.8;0.8 a 1.0;1.0 a 1.2;2.4 a 2.8;1.2 a 2.4
Linfócitos (percentual);% | percentual;20;>50;<15;15 a 20;20 a 24;44 a 50;24 a 44
Plaquetas;k/µL | 1 k/µL = 10^9/L;20;>350;<50;50 a 100;100 a 175;250 a 350;175 a 250
RDW;% | coeficiente de variação;20;>14.5;<10.5;10.5 a 11.6;11.6 a 13.0;13.0 a 14.5;11.6 a 12.6
CHCM (MCHC);g/dL | 1 g/dL = 10 g/L;20;>37;<30;30 a 32.5;32.5 a 33;36 a 37;33 a 36
Leucócitos Totais (WBC);k/µL | 1 k/µL = 10^9/L;20;>9.0;<2.5;2.5 a 3.8;3.8 a 5.0;7.0 a 9.0;5.0 a 7.0
Neutrófilos (absoluto);k/µL | 1 k/µL = 10^9/L;20;>5.0;<1.5;1.5 a 2.0;2.0 a 2.5;4.0 a 5.0;2.5 a 4.0
Monócitos (absoluto);k/µL | 1 k/µL = 10^9/L;20;>0.65;<0.2;0.2 a 0.3;0.3 a 0.35;0.55 a 0.65;0.35 a 0.55
Eosinófilos (absoluto);células/µL | 1 célula/µL;20;>200;<10;10 a 25;25 a 40;100 a 200;40 a 100
Basófilos (absoluto);células/µL | 1 célula/µL;20;>100;<10;10 a 25;25 a 35;60 a 100;35 a 60
LH - Homens;mIU/mL | 1 mIU/mL = 1 IU/L;20;>12.0;<0.5;0.5 a 1.4;1.5 a 3.0;7.1 a 12.0;3.1 a 7.0
LH - Mulheres Fase Folicular;mIU/mL | 1 mIU/mL = 1 IU/L;20;>14.6;<0.5;0.5 a 2.0;2.1 a 4.0;8.1 a 14.6;4.1 a 8.0
LH - Mulheres Ovulação;mIU/mL | 1 mIU/mL = 1 IU/L;20;>80;<6.0;6.0 a 14.0;14.1 a 25.0;50.1 a 80;25.0 a 50.0
LH - Mulheres Fase Lútea;mIU/mL | 1 mIU/mL = 1 IU/L;20;>12.9;<0.3;0.3 a 1.5;1.6 a 4.0;8.1 a 12.9;4.1 a 8.0
LH - Mulheres Pós-Menopausa;mIU/mL | 1 mIU/mL = 1 IU/L;20;>50;<8.0;8.0 a 14.0;14.1 a 25.0;40.1 a 50;25.1 a 40.0
Mamografia - BI-RADS;Categoria | 0-6;20;5-6 (Maligno);4B-4C (Alta susp);4A (Baixa susp);3 (Prov benigno);2 (Benigno);1 (Negativo)
Mamografia - Densidade Mamária;Categoria | A-D (ACR);20;D (>75% denso);C (51-75% denso);B (25-50% denso);A (<25% denso);;
